"Certificate ID","Repository","Repository Link","Type","Venue","Check date","Report","Title","Paper reference","OpenAlex","Paper authors","Paper author ORCIDs","Codecheckers","Codechecker ORCIDs","Summary","Source"
"2024-013","osf::txgzv","https://osf.io/txgzv","conference","AGILEGIS","2024-05-31","https://doi.org/10.17605/osf.io/TXGZV","Road Network Mapping from Multispectral Satellite Imagery: Leveraging Deep Learning and Spectral Bands","https://doi.org/10.5194/agile-giss-5-6-2024","https://openalex.org/W4399175227","Samuel Hollendonner; Negar Alinaghi; Ioannis Giannopoulos","0009-0000-7923-3357; 0000-0001-6594-4481; 0000-0002-2556-5230","Eftychia Koukouraki","0000-0003-0928-1139","The paper uses semantic segmentation to extract the road network from RGB and multi-spectral high resolution satellite imagery and applies post-processing to improve the segmentation results.
The initial dataset is called SpaceNet (challenge 3) and is openly available, but the authors provided a small pre-processed subset of it in order to verify the functionality of the code.
As we were able to confirm that the used data and code are available and reusable, but unable to verify the reported results (due to the lack of available computational resources on the side of the reviewer), the reproduction of the paper is considered partially successful.
",
"2024-014","osf::spxt5","https://osf.io/spxt5","community","codecheck NL","2024-09-26","https://doi.org/10.17605/OSF.IO/spxt5","CY-Bench : A comprehensive benchmark dataset for sub-national crop yield forecasting","https://www.overleaf.com/read/znytpcwfjrrf#a4ca1f",,"D Paudel; H Baja1; R van Bree; M Kallenberg; S Ofori-Ampofo; A Potze; P Poudel; A Saleh; W Anderson; M von Bloh; A Castellano; O Ennaji; R Hamed; R Laudien; D Lee; I Luna; D Masiliunas; M Meroni; S Mkuhlani; J Mutuku; J Richetti; A Ruane; R Sahajpal; G Shuai; V Sitokonstantinou; R de S. Nóia Jr; A Srivastava; R Strong; L Sweet; P Vojnovic; A de Wit; M Zachow; N Athanasiadis",,"Adhitya Bhawiyuga; Nadia Shafaeipour; Nestor de la Paz Ruiz; Patrick Eneche; Frank Ostermann","0000-0002-0504-9677; 0000-0002-9317-8291","The CODECHECK used a smaller sample dataset, since the  original data set is quite large and would require several days of computation on the available hardware.
However, the  produced output matches that of the reported output with one exception.",
"2024-015","osf::mwbuq","https://osf.io/mwbuq","community","codecheck NL","2024-09-26","https://doi.org/10.17605/OSF.IO/mwbuq","Landscape Character Assessment - Nigeria","https://doi.org/10.17605/OSF.IO/E2K73","https://openalex.org/W6943834942","Patrick Samson Udama Eneche; Funda Atun; Karin Pfeffer; Yijian Zeng","0000-0002-0504-9677; 0000-0002-6080-1323","Betelham Gebretsadik; Dilli Paudel; Jay Gohil; Pitchaporn Likitpanjamanon",,"The CODECHECK utilized the supplied dataset, but certain steps were omitted as they would take several hours to compute on the available hardware.
Despite this, the generated output aligns with the reported results.
However, it is not clear which output should be compared in the Python notebooks.",
"2024-016","osf::6ngyc","https://osf.io/6ngyc","community","codecheck NL","2024-09-26","https://doi.org/10.17605/OSF.IO/6NGYC","Integrating agent-based disease, mobility, and wastewater models: Dealing with differences in spatiotemporal resolutions","https://doi.org/10.5281/zenodo.13734819","https://openalex.org/W6893062762","DelaPaz-Ruíz, Néstor; Augustijn, Ellen-Wien; Farnaghi, Mahdi; Abdulkareem, Shaheen A.; Zurita-Milla, Raul","0000-0002-8941-4677; 0000-0002-3389-7585; 0000-0002-3071-5563; 0000-0002-9837-0207; 0000-0002-1769-6310","Amira Al Balushi; Angelina Momin; Jasper van Doninck","0009-0002-8188-6271; 0000-0002-6875-1551; 0000-0003-2177-7882","Codecheck performed on the .nlogo and .Rproj files to generate Figures 2-6 of the paper.
The resulting figures were not an exact match due to stochasticity.
However, the overall patterns of the figures were similar to the patterns of the paper's figures.",
"2024-017","github::codecheckers/Inter_Noise2024_Codes_Acoustics_Diffusion_Equation","https://github.com/codecheckers/Inter_Noise2024_Codes_Acoustics_Diffusion_Equation","community","codecheck NL","2024-11-22","https://doi.org/10.5281/zenodo.14211707","Determination of a diffusion coefficient function for long rooms using a least square optimization approach","https://pure.tue.nl/ws/portalfiles/portal/339520759/IN_2024_3491.pdf",,"Ilaria Fichera; Cédric Van hoorickx; Maarten Hornikx","0000-0002-0097-1486; 0000-0002-9671-5558; 0000-0002-8343-6613","Stephen J. Eglen; Dingding Xie; Huiqing Wang; Mareike Wendelmuth","0000-0001-8607-8025; 0009-0008-5638-1670","This project was a collection of python scripts for computation, together with some Matlab for computation.
",
"2024-018","github::codecheckers/ZaunerEtAl_PLoS_ONE_2024","https://github.com/codecheckers/ZaunerEtAl_PLoS_ONE_2024","community","codecheck NL","2024-11-28","https://doi.org/10.5281/zenodo.14235113","Power analysis for personal light exposure measurements and interventions","https://doi.org/10.1371/journal.pone.0308768","https://openalex.org/W4405281316","Johannes Zauner; Ljiljana Udovicic; Manuel Spitschan","0000-0003-2171-4566; 0000-0002-6035-8309; 0000-0002-8572-9268","Stephen J. Eglen","0000-0001-8607-8025","R quarto document that was able to compile, but see certificate for details of issues arising.
",
"2024-019","github::codecheckers/wearable-hrv","https://github.com/codecheckers/wearable-hrv","community","codecheck NL","2024-12-04","https://doi.org/10.5281/zenodo.14279041","Quality in Question: Assessing the accuracy of four heart rate wearables and the implications for psychophysiological research.","https://doi.org/10.31219/osf.io/wkzsn","https://openalex.org/W4400220542","Mohammadamin Sinichi; Martin Gevonden; Lydia Krabbendam","0009-0008-2491-1542","Yasel Quintero; Tornike Skhirtladze; Joslyn Sun; Gabriella Low Chew Tung; Roel Janssen","0009-0005-9240-7370; 0009-0002-2379-0060; 0000-0003-4324-5350","The codecheckers were able to reproduce most of the figures in the manuscript and its supplementary documentation.
",
"2024-020","github::codecheckers/codecheck_LangtonRuiterVerlaan2022","https://github.com/codecheckers/codecheck_LangtonRuiterVerlaan2022","community","codecheck NL","2024-11-28","https://doi.org/10.5281/zenodo.14278912","Describing the scale and composition of calls for police service: a replication and extension using open data","https://doi.org/10.1080/15614263.2022.2102494","https://openalex.org/W4286489421","Samuel Langton; Stijn Ruiter; Tim Verlaan","0000-0002-1322-1553; 0000-0003-2872-2710; 0000-0002-3048-5817","Joey Tang; Max Reichert; Flora Zhou; Eduard Klapwijk","0000-0002-0820-6674; 0009-0003-8352-7288; 0009-0002-4934-1474; 0000-0002-8936-0365","Downloaded the data and ran the necessary R scripts to generate the figures. 
",
"2024-021","github::codecheckers/DementiaPhysicalActivity","https://github.com/codecheckers/DementiaPhysicalActivity","community","codecheck NL","2024-11-28","https://doi.org/10.5281/zenodo.14261193","Using Consumer Wearables to Measure Physical Activity of Nursing Home Residents with Dementia","https://doi.org/10.31234/osf.io/mqg86","https://openalex.org/W4391281345","Daniela Gawehns; Suzanne Portegijs; Adriana Petronella Anna van Beek; Matthijs van Leeuwen","0000-0002-9678-9012; 0000-0002-0510-3549","Tina Rozsos; Stijn Peeters; Hanne Oberman; Veerle van Harten","0009-0008-5383-5497; 0009-0004-3684-3584; 0000-0003-3276-2141; 0000-0003-0451-4052","This report checks the code of the article 'Using Consumer Wearables to Measure Physical Activity of Nursing Home Residents with Dementia'. The CODECHECK was successful. Two of the three figures created were visually identical to those in the paper. The third figure visually matched the figure in the code repository. This figure was equivalent in content but different in design compared to the one presented in the paper. 
",
"2024-022","github::codecheckers/DEISM","https://github.com/codecheckers/DEISM","community","codecheck NL","2024-12-05","http://doi.org/10.5281/zenodo.14273316","Simulating room transfer functions between transducers mounted on audio devices using a modified image source method","https://doi.org/10.1121/10.0023935","https://openalex.org/W4390971714","Zeyu Xu; Adrian Herzog; Alexander Lodermeyer; Emanuel A.P. Habets; Albert G. Prinn","0000-0002-4158-6218; 0000-0003-0827-8333; 0000-0003-4308-7137; 0000-0002-2613-8046; 0000-0003-3491-3644","Silvin Willemsen; Ilaria Fichera; Andrea Gerbotto","0000-0002-4062-5473; 0000-0002-0097-1486; 0009-0000-6285-0316","Full reproduction. After running two Python scripts (deism_JASA_fig8.py and deism_JASA_fig9.py in the examples folder) in a public GitHub repository, figures 8 and 9 were successfully reproduced (they seem to be identical to the paper at first glance).  The repository did not provide code to reproduce other plots (Figs. 7, 10 and 11). Other figures (Figs 1-6) seem to only help illustrate the main body of the paper and are therefore not applicable for reproduction with the code.
",
"2024-023","zenodo::14900193","https://zenodo.org/records/14900193","community","codecheck NL","2024-11-08","https://doi.org/10.5281/zenodo.14900193","Influence of the cochlear partition’s flexibility on the macro mechanisms in the inner ear","https://doi.org/10.1016/j.heares.2024.109127","https://openalex.org/W4403117583","Simon Kersten; Henning Taschke; Michael Vorländer","0000-0003-3303-9297; 0000-0002-7010-8370","Jelle Langedijk; Tim Schellekens","0009-0009-6684-1930; 0009-0009-0918-9982","The codecheck was successfully executed.
The code provided was supposed to produce figures 2-7 from the paper, and did so successfully, but excluding referenced data.
",
"2024-024","github::codecheckers/iteval-sims","https://github.com/codecheckers/iteval-sims","institution","AUMC","2024-12-16","https://doi.org/10.5281/zenodo.14576035","Evaluating individualized treatment effect predictions: A model-based perspective on discrimination and calibration assessment","https://doi.org/10.1002/sim.10186","https://openalex.org/W4401278294","Jeroen Hoogland; Orestis Efthimiou; Tri-Long Nguyen; Thomas P A Debray","0000-0002-2397-6052; 0000-0002-0955-7572; 0000-0002-6376-7212; 0000-0002-1790-2719","Samuel Langton","0000-0002-1322-1553","R to generate and analyze simulated data in order to evaluate the prediction performance of individualized treatment effects.
",
"2024-025","zenodo::15025861","https://zenodo.org/records/15025861","community","codecheck NL","2024-11-08","https://doi.org/10.5281/zenodo.15023714","Determination of a diffusion coefficient function for long rooms using a least square optimization approach","https://pure.tue.nl/ws/portalfiles/portal/339520759/IN_2024_3491.pdf",,"Ilaria Fichera; Cédric Van Hoorickx; Maarten Hornikx","0000-0002-0097-1486; 0000-0002-8343-6613; 0000-0002-9671-5558","João Fatela; Simon Kersten","0009-0009-4474-171X; 0000-0003-3303-9297","A step-by-step execution of the guidelines present in the repository (README.md) led to accurate reproduction of the plots shown in the associated paper publication.
",
"2025-001","github::codecheckers/mb11CalculusPilot","https://github.com/codecheckers/mb11CalculusPilot","community","codecheck NL","2025-02-14","https://doi.org/10.5281/zenodo.15389126","Multiproxy analysis exploring patterns of diet and disease in dental calculus and skeletal remains from a 19th century Dutch population","https://doi.org/10.24072/pcjournal.414","https://openalex.org/W4395049487","Bjørn Peare Bartholdy; Jørgen Hasselstrøm; Lambert Sørensen; Maia Casna; Menno Hoogland; Historisch Genootschap Beemster; Amanda Henry","0000-0003-1689-0557; 0000-0002-5928-9238; 0000-0002-4209-7889; 0000-0002-2923-4199","Aleksandra Wilczynska; Daniela Gawehns","0000-0001-9323-0267; 0000-0002-9678-9012","The Codecheck resulted in full reproduction.
Once we had the prerequisites installed, we followed the instructions to restore the needed dependencies (i.e. packages).
Finally, we managed to reproduce the entire paper with a single Quarto command.
The results were rendered to a PDF.
The figures and statistics generated by compiling the document match the ones from the submission.
",
"2025-002","github::codecheckers/EvalSubtitle","https://github.com/codecheckers/EvalSubtitle","community","codecheck NL","2025-02-14","https://doi.org/10.5281/zenodo.15173758","Evaluating Subtitle Segmentation for End-to-end Generation systems","https://aclanthology.org/2022.lrec-1.328/",,"Alina Karakanta; François Buet; Mauro Cettolo; François Yvon",,"Alex Brandsen; Matthew Sung; Matthijs Westera","0000-0003-1623-1340; 0000-0001-7777-1864","Full reproduction of code which evaluates subtitle segmentation
",
"2025-003","github::codecheckers/certificate-2025-003","https://github.com/codecheckers/certificate-2025-003","institution","TU Delft DCC","2025-03-25","https://doi.org/10.5281/zenodo.15333601","Optimal Graph Stretching for Distributed Averaging","https://doi.org/10.48550/arXiv.2504.10289","https://openalex.org/W4415160374","Florine W. Dekker; Zekeriya Erkin; Mauro Conti","0000-0002-0506-7365; 0000-0001-8932-4703; 0000-0002-3612-1934","Aysun Urhan; Yasel Quintero","0000-0001-8584-4736; 0009-0005-9240-7370","All figures in the manuscript were successfully reproduced, with the process requiring both an HPC cluster and a valid MATLAB license.
",
"2025-004","github::codecheckers/certificate-2025-004","https://github.com/codecheckers/certificate-2025-004","institution","TU Delft DCC","2025-04-08","https://doi.org/10.5281/zenodo.15310765","Computationally Efficient Conical Horn Antenna Design: A Theoretical Design Approach","https://repository.tudelft.nl/record/uuid:190e87c7-9309-470f-a821-43b7c3b8867b",,"Tworit K. Dash; David Prinsloo; Alexander Yarovoy","0000-0003-3127-8841; 0000-0001-6052-9692","Joao Guimaraes","0000-0002-6545-3102","The first figure shown in the code repository's README, so as the instructions shared in the same README on how to execute REF.m. The output figures are not found in the main publication.
",
"2025-005","zenodo::15323262","https://zenodo.org/records/15323262","journal","Lifecycle Journal","2025-05-15","https://doi.org/10.5281/zenodo.15323262","Verification Report of Zhao et al. (2023) ‘Effect of Acceptance and Commitment Therapy for depressive disorders: a meta-analysis’","https://doi.org/10.71240/lcyc.052239","https://openalex.org/W4409718072","Ian Hussey; Malte Elson","0000-0001-8906-7559; 0000-0001-7806-9583","Daniel Nüst","0000-0002-0024-5046","The article referenced data and code in a OSF project.  An included computational notebook in R Markdown format could be executed without errors and Figure 1, Figure 2, Figure 3, and Table 2 as well as numerical statics could be recreated with the code in the notebook. The data deposit contains further files matching other tables in the article, though these are likely, at least partially, manually created and out of scope. The check was successful.
",
"2025-006","github::codecheckers/sarscov2-variants","https://github.com/codecheckers/sarscov2-variants","institution","TU Delft DCC","2025-05-01","https://doi.org/10.5281/zenodo.15520471","Emergence of novel SARS-CoV-2 variants in the Netherlands","https://doi.org/10.1038/s41598-021-85363-7","https://openalex.org/W3138189425","Aysun Urhan; Thomas Abeel","0000-0001-8584-4736; 0000-0002-7205-7431","Elviss Dvinskis; Leila Iñigo de la Cruz; Yasel Quintero","0000-0003-2873-0139; 0000-0003-0852-9219; 0009-0005-9240-7370","This project provides clear instructions on generating figures 1 – 9, described in the README.md document located in the GitHub repository linked to the publication. However, to run figures 8 and 9, the author recommends the use of an HPC cluster, which is beyond the scope of this CODECHECK. Figures 1 – 7 could be reproduced on certain systems and configurations.
",
"2025-007","github::codecheckers/certificate-2025-007","https://github.com/codecheckers/certificate-2025-007","institution","TU Delft DCC","2025-05-26","https://doi.org/10.5281/zenodo.15603144","Wind Tunnel Load Measurements of a Leading-Edge Inflatable Kite Rigid Scale Model","https://doi.org/10.5194/wes-2025-77","https://openalex.org/W4410366051","Jelle Agatho Wilhelm Poland; Johannes Marinus van Spronsen; Mac Gaunaa; Roland Schmehl","0000-0003-3164-5648; 0000-0002-9478-6758; 0000-0002-4112-841X","Josip Grguric; Yasel Quintero","0009-0003-3725-9454; 0009-0005-9240-7370","This codecheck resulted in a full reproduction of the figures presented in the publication. The authors provided a GitHub repository containing all the necessary code and instructions for reproducing the figures and provided the yet to be published data directly. Required adjustments: modifying the path to the data folder, providing LaTeX is a system dependency. 
",
"2025-008","github::reproducible-agile/reviews-2025|reports/08","https://github.com/reproducible-agile/reviews-2025|reports/08","conference","AGILEGIS","2025-06-06","https://doi.org/10.53962/wxh7-8yjd","Measuring Landmark Salience in Rural Areas: A Comparative Study of Two Models","https://doi.org/10.5194/agile-giss-6-7-2025","https://openalex.org/W4411153143","Eva Nuhn; Michaela Ehrig; Leonie Engemann; Fabian Heißerer; Julia Maltan; Jenny Ruf; Sabine Timpf","0000-0003-2443-8122; 0000-0002-7964-4110","Daniel Nüst","0000-0002-0024-5046","The reproduction of the visualisations and statistics presented in the manuscript was successful.
The authors provided a link to an online repo with several data files which seem to have been the basis for the illustrative map in the paper, as well as a spreadsheet which includes the model calculations, plots, and statistical tests presented in the paper.
",
"2025-009","osf::gv2z4","https://osf.io/gv2z4","conference","AGILEGIS","2025-06-13","https://doi.org/10.17605/OSF.IO/gv2z4","Mobility Vitality in Active and Micro-Mobility Modes: Measuring Urban Vitality Through Spatiotemporal Similarity","https://doi.org/10.5194/agile-giss-6-9-2025","https://openalex.org/W4411154871","Dan Qiang; Grant McKenzie","0000-0002-7483-2681; 0000-0003-3247-7777","Nina Wiedemann","0000-0002-8160-7634","The paper comes with a GitHub repository that includes all code to reproduce the figures in the paper from the raw data.
However, part of the data can not be shared.
While they are available via an API, the time to collect the data is not feasible within the reproducibility review.
Using only the available data, the corresponding figures could be successfully reproduced after minor code fixes done upon request.
Overall, the paper is partly reproducible.
",
"2025-010","osf::FXKWS","https://osf.io/FXKWS","conference","AGILEGIS","2025-03-23","https://doi.org/10.17605/OSF.IO/gv2z4","3D Land Use Planning: Making Future Cities Measurable with Ontology-Driven Representations of Planning Regulations","https://doi.org/10.5194/agile-giss-6-3-2025","https://openalex.org/W4411153561","Ayda Grišiūtė; Martin Raubal; Pieter Herthogs","0000-0001-7328-847X; 0000-0001-5951-6835; 0000-0003-2262-8374","Luke McQuade","0009-0004-5292-6793","A partial reproduction, using intermediate results provided by the authors, was successfully achieved.
Table and figure content were generated and materially match with those in the paper.
Some minor code changes to match my environment were needed.
I initially attempted a full reproduction, but had to abandon this due to time constraints.
",
"2025-011","osf::GT5BW","https://osf.io/GT5BW","conference","AGILEGIS","2025-06-12","https://doi.org/10.17605/OSF.IO/GT5BW","An Efficient System for Automatic Map Storytelling: A Case Study on Historical Maps","https://doi.org/10.5194/agile-giss-6-5-2025","https://openalex.org/W4411153502","Ziyi Liu; Claudio Affolter; Sidi Wu; Yizi Chen; Lorenz Hurni","0000-0003-2198-7708; 0000-0003-1669-6690; 0000-0003-1637-0092; 0000-0002-0453-8743","Sophie Teichmann",,"The main challenge during this reproduction is the combination of a closed source model (Chat GPT) and available models (like CLIP).
Using the models provided by the authors, the results were reproducible (Recreated Table 2).
Using Ubuntu the results were partly not recreatable on Ubuntu.
On Windows the training was successful.
Thus, there is a system dependence of the reproducibility when retraining the models.
Another challenge was the volume of models and corresponding inference.
Thus I only chose a subset of models to retrain and perform inference on.
A part of the inference in the paper was done manually in the paper, which I was not able to recreate.
I was able to fully recreate Table1, Table 3, Table 5, Table 6 and Table 7 from the original paper.
I would count the overall reproduction as a success.
",
"2025-012","osf::956a8","https://osf.io/956a8","conference","AGILEGIS","2025-06-12","https://doi.org/10.17605/OSF.IO/956a8","Mining Meaningful Facets in Spatial Information Retrieval with Spatial Relevance Feedback","https://doi.org/10.5194/agile-giss-6-12-2025","https://openalex.org/W4411152705","Martin Werner","0000-0002-6951-8022","Sophie Teichmann",,"The author provided clear steps for the partial reproduction.
However, due to computational and privacy constraints, only two basic examples could be reproduced.
Since those two minimal examples demonstrate both new methods introduced in the paper, I would consider the partial reproduction to be successful.
",
"2025-013","osf::BGY83","https://osf.io/BGY83","conference","AGILEGIS","2025-06-12","https://doi.org/10.17605/OSF.IO/BGY83","Exploring Urban Place Function through User-Generated Textual Content","https://doi.org/10.5194/agile-giss-6-6-2025","https://openalex.org/W4411153777","Shahreen Muntaha Nawfee; Stefano De Sabbata; Nicholas Tate","0000-0001-6154-8537; 0000-0002-2750-7579; 0009-0004-7648-5785","Ilya Ilyankou","0009-0008-7082-7122","The manuscript was partially reproducible, with three of seven figures recreated with some deviations, likely due to unset random states in the computational process. The remaining figures and tables could not be reproduced in this process due to code issues; the GitHub repository contained 16 code files but lacked sufficient documentation for navigating the complex workflow. While the code can be run on standard hardware with common Python and R libraries, there are no instructions on setup or library versioning. Communication with the authors (17 emails over ~10 days) was necessary to obtain intermediate data files and clarify the process.
",
"2025-014","osf::st98a","https://osf.io/st98a","conference","AGILEGIS","2025-04-03","https://doi.org/10.17605/OSF.IO/st98a","Beyond Walking and Biking: Expanding the 15-Minute City Area through Public Transport","https://doi.org/10.5194/agile-giss-6-2-2025","https://openalex.org/W4411153453","Manuela Canestrini; Ioannis Giannopoulos","0009-0005-1501-8398; 0000-0002-2556-5230","Carlos Granell","0000-0003-1004-9695","The authors included a DASA section where they briefly but accurately describe key details of the datasets used, software version and scripts generated, and how to access these resources.
While the link to the code and data repository was anonymized, the author provided the DOI to the data/code repository for reproduction which will be included in the final version of the paper: https://doi.org/10.48436/0cffc-hax39.
Tables 1-3 and Figures 1-5 were eligible for reproduction.
All of them were successfully reproduced.
In general, the paper is fully reproducible because I was able to verify the claims and results presented in the article by re-executing the scripts provided with the accompanying datasets.
",
"2025-015","osf::chx28","https://osf.io/chx28","conference","AGILEGIS","2025-05-06","https://doi.org/10.17605/OSF.IO/CHX28","Accessibility for pedestrians under heat stress - the example of Heidelberg, Germany","https://doi.org/10.5194/agile-giss-6-4-2025","https://openalex.org/W4411154948","Johannes Huber; Christina Ludwig; Kathrin Foshag; Nikolaos Kolaxidis; Alexander Zipf; Sven Lautenbach","0000-0003-4669-3298; 0000-0002-8610-2563; 0009-0008-8406-2028; 0000-0003-4916-9838; 0000-0003-1825-9996","Lorena Abad","0000-0003-0554-734X","The authors included a DASA section on the paper with an anonymous GitHub link to the repository with the code for the reproduction.
After initial contact with the authors, the unanonymized link to the GitHub repository was obtained and forked into the reproducible AGILE organization.
The repository prepared by the authors has clear instructions on reproducibility for the Jupyter notebooks and points to the included QGIS project to recreate Figures 2-4. Figure 5 is the result of one of the notebooks (lcz_analysis.pynb).
Initially, the code limited the AOI to a subset for testing purposes. This was not initially clear from the documentation, but contacting the authors clarified the discrepancies.
For this report, the code was successfully run for the whole AOI.
Figures 2 to 5 could also be successfully reproduced besides manual edits in Figure 5.
",
"2025-016","osf::28jt4","https://osf.io/28jt4","conference","AGILEGIS","2025-06-06","https://doi.org/10.17605/OSF.IO/28JT4","Changes in Road Centrality and Hospital Access Redundancy: Impacts of the 2024 Flood in the Metropolitan Core of Porto Alegre, Brazil","https://doi.org/10.5194/agile-giss-6-10-2025","https://openalex.org/W4411154888","Ricardo Ruiz Sánchez; Marcel Reinmuth; Cristian Albornoz; Sven Lautenbach; Alexander Zipf","0009-0000-6108-3389; 0000-0002-0204-5101; 0000-0002-5476-2508; 0000-0003-1825-9996; 0000-0003-4916-9838","Barbara Hofer","0000-0001-7078-3766","Partial reproduction with a focus on the analysis part presented in the paper.
Excellent exchange with the authors that allowed a successful reproduction; meanwhile material to reproduce the preprocessing of data has been shared by the authors as well.
",
"2025-017","github::reproducible-agile/reviews-2025|reports/28","https://github.com/reproducible-agile/reviews-2025|reports/28","conference","AGILEGIS","2025-06-06","https://doi.org/10.53962/wgtb-cagt","How close is ""close""? An analysis of the spatial characteristics of perceived proximity using Large Language Models","https://doi.org/10.5194/agile-giss-6-11-2025","https://openalex.org/W4411153243","Joseph Shingleton; Ana Basiri","0000-0002-1628-3231; 0000-0002-2399-1797","Daniel Nüst","0000-0002-0024-5046","The reproduction was partially successful. I could not re-run LLM-prompting and fine-tuning due to resource restrictions (time, specific hardware needed) but could run the visualisations and analysis based on the provided intermediate data files, which are all published in an OSF project and well documented.
All figures and statistics from the paper were successfully recreated using two provided Jupyter Notebooks using Jupyter Lab with a corresponding runtime environment specification for Python.
",
"2025-018","github::codecheckers/certificate-2025-018","https://github.com/codecheckers/certificate-2025-018","institution","TU Delft DCC","2025-05-28","https://doi.org/10.5281/zenodo.15630442","Scalable control synthesis for stochastic systems via structural IMDP abstractions","https://doi.org/10.48550/arXiv.2411.11803","https://openalex.org/W4404571336","Frederik B. Mathiesen; Sofie Haesaert; Luca Laurenti","0000-0002-2243-0445; 0000-0003-4749-4688; 0000-0003-1190-6097","Niket Agrawal","0000-0002-3208-3440","Tables 2, 3, and 4, as well as Figures 4 and 5 from the manuscript, were successfully reproduced by following the instructions provided in the README file. Instructions were only available for reproducing these specific tables and figures. To avoid the lengthy execution time required to run the full experiments, the pre-computed results provided in the repository were used to generate the tables and figures, as recommended in the README.
",
"2025-019","github::codecheckers/certificate-2025-019","https://github.com/codecheckers/certificate-2025-019","institution","TU Delft DCC","2025-06-11","https://doi.org/10.5281/zenodo.15771677","Fuzzy-Logic-based model predictive control: A paradigm integrating optimal and common-sense decision making","https://doi.org/10.48550/arXiv.2503.21065","https://openalex.org/W4415061882","Filip Surma; Anahita Jamshidnejad","0000-0002-6756-9598; 0000-0001-9151-2607","Joao Guimaraes","0000-0002-6545-3102","Figures 3-8 from the manuscript were successfully reproduced. Figures 1-2 and Tables 1-3 were not covered by this CODECHECK. To avoid the lengthy execution time required to run the full experiments, the pre-computed results used to generate the figures were provided in a separate repository.
",
"2025-020","github::codecheckers/Exploring-Categorical-Colors","https://github.com/codecheckers/Exploring-Categorical-Colors","community","codecheck","2025-06-28","https://doi.org/10.5281/zenodo.15762107","Exploring Categorical Colors","https://doi.org/10.31234/osf.io/gj76p","https://openalex.org/W4399738503","Lukas Röseler","0000-0002-6446-1901","Prince Oppong Boakye","0009-0003-5447-8034","The workflow outlined in the authors’ README was easily comprehensible. All figures stored in the repository could be recreated in R, and they accurately matched those presented in the manuscript.
",
"2025-021","github::codecheckers/certificate-2025-021","https://github.com/codecheckers/certificate-2025-021","institution","TU Delft DCC","2025-07-30","https://doi.org/10.5281/zenodo.16616998","Airspeed estimation for UAVs using only propeller feedback","https://doi.org/10.48550/arXiv.2507.03456",,"Evangelos Ntouros; Pavel Kelley; Ewoud Smeur","0009-0006-3918-4240; 0000-0002-0060-6526","Heather Andrews","0000-0002-6637-2830","Full reproduction of the figures shown in the manuscript. Figures 1 and 3 of the manuscript are pictures which are also  provided in the `./photos/` directory of the code repository. All other figures are plots that are fully reproduced by the  scripts found in the `./src/` directory of the code repository. The figures are displayed in MATLAB itself and are provided  as pdf’s in the `./pdf/` directory of the code repository. 
",
"2025-022","github::codecheckers/certificate-2025-022","https://github.com/codecheckers/certificate-2025-022","institution","TU Delft DCC","2025-08-04","https://doi.org/10.5281/zenodo.16814874","Reinforcement Learning With Model Predictive Control for Highway Ramp Metering","https://doi.org/10.1109/TITS.2025.3549227","https://openalex.org/W4408519626","Filippo Airaldi; Bart De Schutter; Azita Dabiri","0000-0001-6595-2932; 0000-0001-9867-6196; 0000-0002-4051-4896","Yasel Quintero","0009-0005-9240-7370","Full reproduction of figures in the article using precomputed results 
",
"2025-025","github::codecheckers/absolution_codecheck","https://github.com/codecheckers/absolution_codecheck","institution","AUMC","2025-01-29","https://doi.org/10.5281/zenodo.16758977","AbSolution Report v.0.71","https://github.com/codecheckers/absolution_codecheck/raw/refs/heads/main/Results/Report_template.html",,"Rodrigo García Valiente","0000-0003-0444-5587","Sam Langton","0000-0002-1322-1553","RMarkdown file with embedded R code created from the AbSolution Shiny app for the purposes of reproducibility. This code was straightforward to codecheck. An RMarkdown file could be executed with no errors. The resulting HTML output file matches the given file as expected.
",
"2025-027","github::codecheckers/zonebuilder","https://github.com/codecheckers/zonebuilder","journal","JOSIS","2025-09-04","https://doi.org/10.5281/zenodo.17059066","ClockBoard: A zoning system for urban analysis","https://doi.org/10.5311/JOSIS.2022.24.172","https://openalex.org/W4288754796","Robin Lovelace; Martijn Tennekes; Dustin Carlino","0000-0001-5679-6536; 0000-0002-6506-9522; 0000-0002-5565-0989","Subhan Ali","0009-0003-7546-1717","Successfully reproduced all main figures from the ClockBoard paper using the  zonebuilder R package. All core functions (zb\_zone, zb\_doughnut, zb\_segment,  zb\_quadrat) work as described. Package installs correctly from CRAN and GitHub.  Interactive mapping requires coordinate transformation but works properly.  Parameter flexibility confirmed through additional tests.
",
